"id";"user_id";"exercise_id";"created_at";"updated_at"
328;1;1743;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
329;1;1744;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
330;1;1745;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
331;1;1746;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
332;1;1747;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
333;1;1748;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
334;1;1749;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
335;1;1750;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
336;1;1751;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
337;1;1752;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
338;1;1753;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
339;1;1754;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
340;1;1755;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
341;1;1756;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
342;1;1757;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
343;1;1758;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
344;1;1759;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
345;1;1760;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
346;1;1761;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
347;1;1762;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
348;1;1763;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
349;1;1764;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
350;1;1765;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
351;1;1766;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
352;1;1767;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
353;1;1768;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
354;1;1769;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
355;1;1770;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
356;1;1771;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
357;1;1772;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
358;1;1773;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
359;1;1774;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
360;1;1775;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
361;1;1776;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
362;1;1777;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
363;1;1778;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
364;1;1779;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
365;1;1780;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
366;1;1781;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
367;1;1782;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
368;1;1783;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
369;1;1784;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
370;1;1785;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
371;1;1786;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
372;1;1787;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
373;1;1788;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
374;1;1789;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
375;1;1790;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
376;1;1791;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
377;1;1792;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
378;1;1793;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
379;1;1794;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
380;1;1795;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
381;1;1796;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
382;1;1797;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
383;1;1798;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
384;1;1799;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
385;1;1800;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
386;1;1801;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
387;1;1802;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
