"id";"muscle_id";"exercise_id";"body_part_id";"muscle_type";"active"
4456;61;2013;1;"primary";0
4457;257;2013;1;"primary";0
4458;70;2013;1;"primary";0
4459;62;2013;1;"primary";0
4460;13;2013;1;"primary";0
4461;2;2013;1;"secondary";0
4462;31;2013;1;"secondary";0
4463;16;2013;1;"secondary";0
4464;259;2013;1;"secondary";0
4465;260;2013;1;"secondary";0
4466;261;2013;1;"secondary";0
4467;258;2013;1;"secondary";0
4468;264;2013;1;"secondary";0
4469;10;2014;1;"primary";0
4470;3;2014;1;"primary";0
4471;9;2014;1;"primary";0
4472;260;2014;1;"primary";0
4473;261;2014;1;"primary";0
4474;258;2014;1;"primary";0
4475;19;2014;1;"secondary";0
4476;10;2015;1;"primary";0
4477;3;2015;1;"primary";0
4478;9;2015;1;"primary";0
4479;2;2015;1;"primary";0
4480;31;2015;1;"secondary";0
4481;19;2015;1;"secondary";0
4482;32;2015;1;"secondary";0
4483;23;2015;1;"secondary";0
4484;16;2015;1;"secondary";0
4485;259;2015;1;"secondary";0
4486;61;2015;1;"secondary";0
4487;10;2016;1;"primary";0
4488;3;2016;1;"primary";0
4489;9;2016;1;"primary";0
4490;7;2016;1;"primary";0
4491;61;2016;1;"primary";0
4492;62;2016;1;"primary";0
4493;16;2016;1;"secondary";0
4494;70;2016;1;"secondary";0
4495;10;2017;1;"primary";0
4496;3;2017;1;"primary";0
4497;61;2017;1;"primary";0
4498;65;2017;1;"primary";0
4499;70;2017;1;"secondary";0
4500;62;2017;1;"secondary";0
4501;10;2018;1;"primary";0
4502;3;2018;1;"primary";0
4503;61;2018;1;"primary";0
4504;70;2018;1;"primary";0
4505;68;2018;1;"primary";0
4506;2;2018;1;"secondary";0
4507;258;2018;1;"secondary";0
4508;12;2018;1;"secondary";0
4509;62;2018;1;"secondary";0
4510;3;2019;1;"primary";0
4511;61;2019;1;"primary";0
4512;70;2019;1;"primary";0
4513;19;2019;1;"secondary";0
4514;12;2019;1;"secondary";0
4515;62;2019;1;"secondary";0
4516;68;2019;1;"secondary";0
4517;10;2020;1;"primary";0
4518;3;2020;1;"primary";0
4519;9;2020;1;"primary";0
4520;19;2020;1;"secondary";0
4521;70;2020;1;"secondary";0
4522;67;2020;1;"secondary";0
4523;10;2021;1;"primary";0
4524;3;2021;1;"primary";0
4525;19;2021;1;"secondary";0
4526;10;2022;1;"primary";0
4527;3;2022;1;"primary";0
4528;9;2022;1;"primary";0
4529;13;2022;1;"secondary";0
4530;3;2023;1;"primary";0
4531;19;2023;1;"primary";0
4532;16;2023;1;"primary";0
4533;258;2023;1;"primary";0
4534;70;2023;1;"primary";0
4535;10;2023;1;"secondary";0
4536;9;2023;1;"secondary";0
4537;7;2023;1;"secondary";0
4538;3;2024;1;"primary";0
4539;9;2024;1;"primary";0
4540;70;2024;1;"secondary";0
4541;62;2024;1;"secondary";0
4542;67;2024;1;"secondary";0
4543;3;2025;1;"primary";0
4544;16;2025;1;"primary";0
4545;259;2025;1;"primary";0
4546;258;2025;1;"primary";0
4547;70;2025;1;"secondary";0
4548;62;2025;1;"secondary";0
4549;56;2025;1;"secondary";0
4550;10;2026;1;"primary";0
4551;3;2026;1;"primary";0
4552;260;2026;1;"primary";0
4553;261;2026;1;"primary";0
4554;70;2026;1;"primary";0
4555;61;2026;1;"secondary";0
4556;10;2027;1;"primary";0
4557;3;2027;1;"primary";0
4558;9;2027;1;"primary";0
4559;61;2027;1;"primary";0
4560;70;2027;1;"primary";0
4561;3;2028;1;"primary";0
4562;16;2028;1;"primary";0
4563;259;2028;1;"primary";0
4564;260;2028;1;"primary";0
4565;261;2028;1;"primary";0
4566;258;2028;1;"primary";0
4567;2;2028;1;"secondary";0
4568;59;2028;1;"secondary";0
4569;70;2028;1;"secondary";0
4570;56;2028;1;"secondary";0
4571;3;2029;1;"primary";0
4572;19;2029;1;"primary";0
4573;32;2029;1;"primary";0
4574;258;2029;1;"secondary";0
4575;10;2030;1;"primary";0
4576;3;2030;1;"primary";0
4577;9;2030;1;"primary";0
4578;10;2031;1;"primary";0
4579;3;2031;1;"primary";0
4580;9;2031;1;"primary";0
4581;13;2031;1;"primary";0
4582;10;2032;1;"primary";0
4583;3;2032;1;"primary";0
4584;9;2032;1;"primary";0
4585;3;2033;1;"primary";0
4586;7;2033;1;"primary";0
4587;61;2033;1;"primary";0
4588;62;2033;1;"primary";0
4589;70;2033;1;"secondary";0
4590;10;2034;1;"primary";0
4591;3;2034;1;"primary";0
4592;2;2034;1;"secondary";0
4593;12;2034;1;"secondary";0
4594;10;2035;1;"primary";0
4595;3;2035;1;"primary";0
4596;260;2035;1;"primary";0
4597;261;2035;1;"primary";0
4598;258;2035;1;"primary";0
4599;19;2035;1;"secondary";0
4600;32;2035;1;"secondary";0
4601;61;2035;1;"secondary";0
4602;68;2035;1;"secondary";0
4603;10;2036;1;"primary";0
4604;3;2036;1;"primary";0
4605;9;2036;1;"primary";0
4606;10;2037;1;"primary";0
4607;3;2037;1;"primary";0
4608;9;2037;1;"primary";0
4609;10;2038;1;"primary";0
4610;3;2038;1;"primary";0
4611;9;2038;1;"primary";0
4612;61;2038;1;"primary";0
4613;70;2038;1;"primary";0
4614;260;2038;1;"secondary";0
4615;261;2038;1;"secondary";0
4616;62;2038;1;"secondary";0
4617;3;2039;1;"primary";0
4618;9;2039;1;"primary";0
4619;70;2039;1;"secondary";0
4620;62;2039;1;"secondary";0
4621;67;2039;1;"secondary";0
4622;3;2040;1;"primary";0
4623;19;2040;1;"primary";0
4624;32;2040;1;"primary";0
4625;61;2040;1;"primary";0
4626;70;2040;1;"secondary";0
4627;62;2040;1;"secondary";0
4628;3;2041;1;"primary";0
4629;61;2041;1;"primary";0
4630;70;2041;1;"primary";0
4631;62;2041;1;"primary";0
4632;10;2042;1;"primary";0
4633;3;2042;1;"primary";0
4634;9;2042;1;"secondary";0
4635;19;2042;1;"secondary";0
4636;32;2042;1;"secondary";0
4637;10;2043;1;"primary";0
4638;3;2043;1;"primary";0
4639;9;2043;1;"primary";0
4640;7;2043;1;"primary";0
4641;58;2043;1;"secondary";0
4642;19;2043;1;"secondary";0
4643;13;2043;1;"secondary";0
4644;10;2044;1;"primary";0
4645;3;2044;1;"primary";0
4646;9;2044;1;"primary";0
4647;2;2044;1;"primary";0
4648;10;2045;1;"primary";0
4649;3;2045;1;"primary";0
4650;9;2045;1;"primary";0
4651;10;2046;1;"primary";0
4652;3;2046;1;"primary";0
4653;9;2046;1;"primary";0
4654;2;2046;1;"primary";0
4655;10;2047;1;"primary";0
4656;3;2047;1;"primary";0
4657;16;2047;1;"primary";0
4658;259;2047;1;"primary";0
4659;2;2047;1;"secondary";0
4660;258;2047;1;"secondary";0
4661;7;2047;1;"secondary";0
4662;70;2047;1;"secondary";0
4663;10;2048;1;"primary";0
4664;3;2048;1;"primary";0
4665;16;2048;1;"primary";0
4666;259;2048;1;"primary";0
4667;258;2048;1;"primary";0
4668;61;2048;1;"primary";0
4669;70;2048;1;"primary";0
4670;10;2048;1;"secondary";0
4671;10;2049;1;"primary";0
4672;3;2049;1;"primary";0
4673;9;2049;1;"primary";0
4674;70;2049;1;"primary";0
4675;19;2049;1;"secondary";0
4676;32;2049;1;"secondary";0
4677;23;2049;1;"secondary";0
4678;16;2049;1;"secondary";0
4679;259;2049;1;"secondary";0
4680;260;2049;1;"secondary";0
4681;261;2049;1;"secondary";0
4682;10;2050;1;"primary";0
4683;3;2050;1;"primary";0
4684;9;2050;1;"primary";0
4685;16;2050;1;"secondary";0
4686;259;2050;1;"secondary";0
4687;260;2050;1;"secondary";0
4688;261;2050;1;"secondary";0
4689;258;2050;1;"secondary";0
4690;68;2050;1;"secondary";0
4691;10;2051;1;"primary";0
4692;3;2051;1;"primary";0
4693;9;2051;1;"primary";0
4694;7;2051;1;"primary";0
4695;61;2051;1;"primary";0
4696;70;2051;1;"primary";0
4697;62;2051;1;"primary";0
4698;2;2051;1;"secondary";0
4699;258;2051;1;"secondary";0
4700;68;2051;1;"secondary";0
4701;3;2052;1;"primary";0
4702;9;2052;1;"primary";0
4703;31;2052;1;"primary";0
4704;70;2052;1;"primary";0
4705;10;2053;1;"primary";0
4706;3;2053;1;"primary";0
4707;9;2053;1;"primary";0
4708;2;2053;1;"primary";0
4709;10;2054;1;"primary";0
4710;3;2054;1;"primary";0
4711;9;2054;1;"primary";0
4712;258;2054;1;"primary";0
4713;61;2054;1;"primary";0
4714;2;2054;1;"secondary";0
4715;66;2054;1;"secondary";0
4716;10;2055;1;"primary";0
4717;3;2055;1;"primary";0
4718;19;2055;1;"primary";0
4719;32;2055;1;"primary";0
4720;16;2055;1;"primary";0
4721;259;2055;1;"primary";0
4722;260;2055;1;"primary";0
4723;261;2055;1;"primary";0
4724;258;2055;1;"primary";0
4725;68;2055;1;"primary";0
4726;10;2056;1;"primary";0
4727;3;2056;1;"primary";0
4728;16;2056;1;"primary";0
4729;259;2056;1;"primary";0
4730;260;2056;1;"primary";0
4731;261;2056;1;"primary";0
4732;258;2056;1;"primary";0
4733;59;2056;1;"secondary";0
4734;19;2056;1;"secondary";0
4735;32;2056;1;"secondary";0
4736;10;2057;1;"primary";0
4737;3;2057;1;"primary";0
4738;9;2057;1;"primary";0
4739;61;2057;1;"primary";0
4740;70;2057;1;"primary";0
4741;62;2057;1;"primary";0
4742;13;2057;1;"primary";0
4743;10;2058;1;"primary";0
4744;3;2058;1;"primary";0
4745;19;2058;1;"primary";0
4746;2;2058;1;"secondary";0
4747;58;2058;1;"secondary";0
4748;59;2058;1;"secondary";0
4749;3;2059;1;"primary";0
4750;2;2059;1;"primary";0
4751;19;2059;1;"primary";0
4752;32;2059;1;"primary";0
4753;23;2059;1;"primary";0
4754;258;2059;1;"primary";0
4755;13;2059;1;"primary";0
4756;9;2059;1;"secondary";0
4757;68;2059;1;"secondary";0
4758;3;2060;1;"primary";0
4759;257;2060;1;"primary";0
4760;70;2060;1;"primary";0
4761;10;2061;1;"primary";0
4762;3;2061;1;"primary";0
4763;61;2061;1;"primary";0
4764;70;2061;1;"primary";0
4765;260;2061;1;"secondary";0
4766;261;2061;1;"secondary";0
4767;258;2061;1;"secondary";0
4768;66;2061;1;"secondary";0
4769;62;2061;1;"secondary";0
4770;3;2062;1;"primary";0
4771;9;2062;1;"primary";0
4772;12;2062;1;"primary";0
4773;7;2062;1;"primary";0
4774;13;2062;1;"primary";0
4775;61;2062;1;"secondary";0
4776;68;2062;1;"secondary";0
4777;3;2063;1;"primary";0
4778;9;2063;1;"primary";0
4779;12;2063;1;"primary";0
4780;7;2063;1;"primary";0
4781;62;2063;1;"primary";0
4782;10;2064;1;"primary";0
4783;3;2064;1;"primary";0
4784;16;2064;1;"primary";0
4785;259;2064;1;"primary";0
4786;2;2064;1;"secondary";0
4787;31;2064;1;"secondary";0
4788;58;2064;1;"secondary";0
4789;10;2065;1;"primary";0
4790;3;2065;1;"primary";0
4791;9;2065;1;"primary";0
4792;10;2066;1;"primary";0
4793;3;2066;1;"primary";0
4794;59;2066;1;"primary";0
4795;19;2066;1;"secondary";0
4796;7;2066;1;"secondary";0
4797;10;2067;1;"primary";0
4798;3;2067;1;"primary";0
4799;9;2067;1;"primary";0
4800;19;2067;1;"primary";0
4801;32;2067;1;"primary";0
4802;23;2067;1;"primary";0
4803;12;2067;1;"primary";0
4804;7;2067;1;"primary";0
4805;70;2067;1;"primary";0
4806;258;2067;1;"secondary";0
4807;56;2067;1;"secondary";0
4808;10;2068;1;"primary";0
4809;3;2068;1;"primary";0
4810;9;2068;1;"primary";0
4811;7;2068;1;"primary";0
4812;13;2068;1;"primary";0
4813;70;2068;1;"secondary";0
4814;62;2068;1;"secondary";0
4815;67;2068;1;"secondary";0
4816;10;2069;1;"primary";0
4817;3;2069;1;"primary";0
4818;9;2069;1;"primary";0
4819;2;2069;1;"primary";0
4820;12;2069;1;"primary";0
4821;61;2069;1;"primary";0
4822;68;2069;1;"primary";0
4823;31;2069;1;"secondary";0
4824;59;2069;1;"secondary";0
4825;19;2069;1;"secondary";0
4826;258;2069;1;"secondary";0
4827;67;2069;1;"secondary";0
4828;3;2070;1;"primary";0
4829;2;2070;1;"primary";0
4830;19;2070;1;"primary";0
4831;258;2070;1;"primary";0
4832;3;2071;1;"primary";0
4833;32;2071;1;"primary";0
4834;2;2072;1;"primary";0
4835;59;2072;1;"primary";0
4836;16;2072;1;"primary";0
4837;259;2072;1;"primary";0
4838;260;2072;1;"primary";0
4839;261;2072;1;"primary";0
4840;258;2072;1;"primary";0
4841;31;2072;1;"secondary";0
4842;66;2072;1;"secondary";0
4843;70;2072;1;"secondary";0
4844;59;2073;1;"primary";0
4845;59;2074;1;"primary";0
4846;10;2074;1;"secondary";0
4847;3;2074;1;"secondary";0
4848;59;2075;1;"primary";0
4849;59;2076;1;"primary";0
4850;64;2076;1;"primary";0
4851;58;2077;1;"primary";0
4852;59;2077;1;"primary";0
4853;62;2077;1;"primary";0
4854;7;2077;1;"secondary";0
4855;67;2077;1;"secondary";0
4856;59;2078;1;"primary";0
4857;2;2079;1;"primary";0
4858;58;2079;1;"primary";0
4859;59;2079;1;"primary";0
4860;16;2079;1;"primary";0
4861;7;2079;1;"secondary";0
4862;66;2079;1;"secondary";0
4863;59;2080;1;"primary";0
4864;61;2080;1;"primary";0
4865;70;2080;1;"primary";0
4866;62;2080;1;"primary";0
4867;10;2080;1;"secondary";0
4868;9;2080;1;"secondary";0
4869;19;2080;1;"secondary";0
4870;32;2080;1;"secondary";0
4871;7;2080;1;"secondary";0
4872;68;2080;1;"secondary";0
4873;59;2081;1;"primary";0
4874;10;2081;1;"secondary";0
4875;3;2081;1;"secondary";0
4876;9;2081;1;"secondary";0
4877;58;2082;1;"primary";0
4878;59;2082;1;"primary";0
4879;3;2082;1;"secondary";0
4880;59;2083;1;"primary";0
4881;10;2084;1;"primary";0
4882;59;2084;1;"primary";0
4883;61;2084;1;"primary";0
4884;70;2084;1;"primary";0
4885;62;2084;1;"primary";0
4886;58;2084;1;"secondary";0
4887;59;2084;1;"secondary";0
4888;260;2084;1;"secondary";0
4889;261;2084;1;"secondary";0
4890;58;2085;1;"primary";0
4891;59;2085;1;"primary";0
4892;10;2085;1;"secondary";0
4893;3;2085;1;"secondary";0
4894;2;2085;1;"secondary";0
4895;31;2085;1;"secondary";0
4896;58;2086;1;"primary";0
4897;59;2086;1;"primary";0
4898;58;2087;1;"primary";0
4899;59;2087;1;"primary";0
4900;59;2088;1;"primary";0
4901;59;2089;1;"primary";0
4902;64;2089;1;"secondary";0
4903;59;2090;1;"primary";0
4904;260;2090;1;"primary";0
4905;261;2090;1;"primary";0
4906;2;2090;1;"secondary";0
4907;58;2090;1;"secondary";0
4908;16;2090;1;"secondary";0
4909;261;2090;1;"secondary";0
4910;58;2091;1;"primary";0
4911;59;2091;1;"primary";0
4912;58;2092;1;"primary";0
4913;59;2092;1;"primary";0
4914;10;2092;1;"secondary";0
4915;59;2093;1;"primary";0
4916;64;2093;1;"primary";0
4917;2;2094;1;"primary";0
4918;19;2094;1;"primary";0
4919;258;2094;1;"primary";0
4920;19;2095;1;"primary";0
4921;32;2095;1;"primary";0
4922;23;2095;1;"primary";0
4923;16;2095;1;"secondary";0
4924;259;2095;1;"secondary";0
4925;258;2095;1;"secondary";0
4926;19;2096;1;"primary";0
4927;32;2096;1;"primary";0
4928;23;2096;1;"secondary";0
4929;11;2096;1;"secondary";0
4930;19;2097;1;"primary";0
4931;32;2097;1;"primary";0
4932;23;2097;1;"primary";0
4933;10;2097;1;"secondary";0
4934;3;2097;1;"secondary";0
4935;9;2097;1;"secondary";0
4936;19;2098;1;"primary";0
4937;32;2098;1;"primary";0
4938;23;2098;1;"primary";0
4939;70;2098;1;"primary";0
4940;56;2098;1;"primary";0
4941;10;2098;1;"secondary";0
4942;3;2098;1;"secondary";0
4943;9;2098;1;"secondary";0
4944;7;2098;1;"secondary";0
4945;61;2098;1;"secondary";0
4946;19;2099;1;"primary";0
4947;32;2099;1;"primary";0
4948;23;2099;1;"primary";0
4949;10;2099;1;"secondary";0
4950;3;2099;1;"secondary";0
4951;9;2099;1;"secondary";0
4952;2;2100;1;"primary";0
4953;19;2100;1;"primary";0
4954;32;2100;1;"primary";0
4955;23;2100;1;"primary";0
4956;3;2100;1;"secondary";0
4957;258;2100;1;"secondary";0
4958;7;2100;1;"secondary";0
4959;13;2100;1;"secondary";0
4960;2;2101;1;"primary";0
4961;19;2101;1;"primary";0
4962;32;2101;1;"primary";0
4963;23;2101;1;"primary";0
4964;10;2101;1;"secondary";0
4965;3;2101;1;"secondary";0
4966;9;2101;1;"secondary";0
4967;7;2101;1;"secondary";0
4968;19;2102;1;"primary";0
4969;32;2102;1;"primary";0
4970;23;2102;1;"primary";0
4971;10;2102;1;"secondary";0
4972;3;2102;1;"secondary";0
4973;9;2102;1;"secondary";0
4974;31;2102;1;"secondary";0
4975;29;2102;1;"secondary";0
4976;19;2103;1;"primary";0
4977;32;2103;1;"primary";0
4978;23;2103;1;"primary";0
4979;19;2104;1;"primary";0
4980;70;2104;1;"primary";0
4981;9;2105;1;"primary";0
4982;2;2105;1;"primary";0
4983;19;2105;1;"primary";0
4984;10;2105;1;"secondary";0
4985;68;2105;1;"secondary";0
4986;19;2106;1;"primary";0
4987;32;2106;1;"primary";0
4988;23;2106;1;"primary";0
4989;7;2106;1;"primary";0
4990;11;2106;1;"primary";0
4991;264;2106;1;"primary";0
4992;3;2106;1;"secondary";0
4993;2;2106;1;"secondary";0
4994;31;2106;1;"secondary";0
4995;258;2106;1;"secondary";0
4996;19;2107;1;"primary";0
4997;32;2107;1;"primary";0
4998;11;2107;1;"primary";0
4999;10;2107;1;"secondary";0
5000;3;2107;1;"secondary";0
5001;9;2107;1;"secondary";0
5002;2;2107;1;"secondary";0
5003;19;2108;1;"primary";0
5004;32;2108;1;"primary";0
5005;23;2108;1;"primary";0
5006;3;2108;1;"secondary";0
5007;19;2109;1;"primary";0
5008;12;2109;1;"primary";0
5009;13;2109;1;"primary";0
5010;10;2109;1;"secondary";0
5011;3;2109;1;"secondary";0
5012;9;2109;1;"secondary";0
5013;2;2109;1;"secondary";0
5014;31;2109;1;"secondary";0
5015;19;2110;1;"primary";0
5016;32;2110;1;"primary";0
5017;23;2110;1;"primary";0
5018;10;2110;1;"secondary";0
5019;3;2110;1;"secondary";0
5020;9;2110;1;"secondary";0
5021;2;2110;1;"secondary";0
5022;19;2111;1;"primary";0
5023;32;2111;1;"primary";0
5024;23;2111;1;"primary";0
5025;9;2111;1;"secondary";0
5026;19;2111;1;"secondary";0
5027;66;2111;1;"secondary";0
5028;2;2112;1;"primary";0
5029;19;2112;1;"primary";0
5030;3;2112;1;"secondary";0
5031;258;2112;1;"secondary";0
5032;7;2112;1;"secondary";0
5033;13;2112;1;"secondary";0
5034;19;2113;1;"primary";0
5035;32;2113;1;"primary";0
5036;23;2113;1;"primary";0
5037;10;2113;1;"secondary";0
5038;3;2113;1;"secondary";0
5039;9;2113;1;"secondary";0
5040;2;2113;1;"secondary";0
5041;2;2114;1;"primary";0
5042;19;2114;1;"primary";0
5043;10;2114;1;"secondary";0
5044;3;2114;1;"secondary";0
5045;19;2115;1;"primary";0
5046;32;2115;1;"primary";0
5047;70;2115;1;"primary";0
5048;10;2115;1;"secondary";0
5049;62;2115;1;"secondary";0
5050;67;2115;1;"secondary";0
5051;19;2116;1;"primary";0
5052;32;2116;1;"primary";0
5053;23;2116;1;"primary";0
5054;258;2116;1;"primary";0
5055;3;2116;1;"secondary";0
5056;2;2116;1;"secondary";0
5057;70;2116;1;"secondary";0
5058;19;2117;1;"primary";0
5059;32;2117;1;"primary";0
5060;10;2117;1;"secondary";0
5061;3;2117;1;"secondary";0
5062;9;2117;1;"secondary";0
5063;23;2117;1;"secondary";0
5064;61;2117;1;"secondary";0
5065;70;2117;1;"secondary";0
5066;13;2117;1;"secondary";0
5067;19;2118;1;"primary";0
5068;10;2118;1;"secondary";0
5069;32;2118;1;"secondary";0
5070;9;2119;1;"primary";0
5071;19;2119;1;"primary";0
5072;32;2119;1;"primary";0
5073;10;2119;1;"secondary";0
5074;3;2119;1;"secondary";0
5075;23;2119;1;"secondary";0
5076;19;2120;1;"primary";0
5077;260;2120;1;"primary";0
5078;261;2120;1;"primary";0
5079;61;2120;1;"primary";0
5080;70;2120;1;"primary";0
5081;62;2120;1;"secondary";0
5082;67;2120;1;"secondary";0
5083;9;2121;1;"primary";0
5084;2;2121;1;"primary";0
5085;19;2121;1;"primary";0
5086;10;2121;1;"secondary";0
5087;3;2121;1;"secondary";0
5088;68;2121;1;"secondary";0
5089;19;2122;1;"primary";0
5090;32;2122;1;"primary";0
5091;23;2122;1;"primary";0
5092;258;2122;1;"secondary";0
5093;10;2123;1;"primary";0
5094;19;2123;1;"primary";0
5095;70;2123;1;"primary";0
5096;62;2123;1;"primary";0
5097;7;2123;1;"secondary";0
5098;61;2123;1;"secondary";0
5099;19;2124;1;"primary";0
5100;12;2124;1;"primary";0
5101;7;2124;1;"primary";0
5102;58;2124;1;"secondary";0
5103;19;2125;1;"primary";0
5104;32;2125;1;"primary";0
5105;23;2125;1;"primary";0
5106;19;2126;1;"primary";0
5107;70;2126;1;"primary";0
5108;58;2127;1;"primary";0
5109;19;2127;1;"primary";0
5110;32;2127;1;"primary";0
5111;23;2127;1;"primary";0
5112;11;2127;1;"primary";0
5113;60;2127;1;"primary";0
5114;10;2127;1;"secondary";0
5115;3;2127;1;"secondary";0
5116;9;2127;1;"secondary";0
5117;2;2127;1;"secondary";0
5118;7;2127;1;"secondary";0
5119;70;2127;1;"secondary";0
5120;29;2127;1;"secondary";0
5121;2;2128;1;"primary";0
5122;19;2128;1;"primary";0
5123;7;2128;1;"primary";0
5124;13;2128;1;"primary";0
5125;16;2128;1;"secondary";0
5126;259;2128;1;"secondary";0
5127;260;2128;1;"secondary";0
5128;261;2128;1;"secondary";0
5129;258;2128;1;"secondary";0
5130;19;2129;1;"primary";0
5131;56;2129;1;"primary";0
5132;9;2130;1;"primary";0
5133;2;2130;1;"primary";0
5134;19;2130;1;"primary";0
5135;68;2130;1;"secondary";0
5136;19;2131;1;"primary";0
5137;32;2131;1;"primary";0
5138;23;2131;1;"primary";0
5139;10;2131;1;"secondary";0
5140;3;2131;1;"secondary";0
5141;9;2131;1;"secondary";0
5142;2;2131;1;"secondary";0
5143;2;2132;1;"primary";0
5144;19;2132;1;"primary";0
5145;3;2132;1;"secondary";0
5146;31;2132;1;"secondary";0
5147;32;2132;1;"secondary";0
5148;23;2132;1;"secondary";0
5149;16;2132;1;"secondary";0
5150;259;2132;1;"secondary";0
5151;260;2132;1;"secondary";0
5152;261;2132;1;"secondary";0
5153;258;2132;1;"secondary";0
5154;264;2132;1;"secondary";0
5155;19;2133;1;"primary";0
5156;32;2133;1;"primary";0
5157;23;2133;1;"primary";0
5158;10;2133;1;"secondary";0
5159;3;2133;1;"secondary";0
5160;9;2133;1;"secondary";0
5161;12;2133;1;"secondary";0
5162;7;2133;1;"secondary";0
5163;13;2133;1;"secondary";0
5164;9;2134;1;"primary";0
5165;2;2134;1;"primary";0
5166;19;2134;1;"primary";0
5167;10;2134;1;"secondary";0
5168;68;2134;1;"secondary";0
5169;19;2135;1;"primary";0
5170;32;2135;1;"primary";0
5171;23;2135;1;"primary";0
5172;258;2135;1;"primary";0
5173;3;2135;1;"secondary";0
5174;2;2135;1;"secondary";0
5175;19;2136;1;"primary";0
5176;32;2136;1;"primary";0
5177;23;2136;1;"primary";0
5178;16;2136;1;"primary";0
5179;259;2136;1;"primary";0
5180;10;2136;1;"secondary";0
5181;3;2136;1;"secondary";0
5182;9;2136;1;"secondary";0
5183;2;2136;1;"secondary";0
5184;61;2136;1;"secondary";0
5185;264;2136;1;"secondary";0
5186;19;2137;1;"primary";0
5187;70;2137;1;"primary";0
5188;19;2138;1;"primary";0
5189;32;2138;1;"primary";0
5190;23;2138;1;"primary";0
5191;10;2138;1;"secondary";0
5192;3;2138;1;"secondary";0
5193;9;2138;1;"secondary";0
5194;13;2138;1;"secondary";0
5195;19;2139;1;"primary";0
5196;32;2139;1;"primary";0
5197;23;2139;1;"primary";0
5198;10;2139;1;"secondary";0
5199;3;2139;1;"secondary";0
5200;9;2139;1;"secondary";0
5201;2;2139;1;"secondary";0
5202;13;2139;1;"secondary";0
5203;19;2140;1;"primary";0
5204;10;2140;1;"secondary";0
5205;16;2140;1;"secondary";0
5206;61;2140;1;"secondary";0
5207;10;2141;1;"primary";0
5208;19;2141;1;"primary";0
5209;7;2141;1;"primary";0
5210;12;2141;1;"secondary";0
5211;9;2142;1;"primary";0
5212;2;2142;1;"primary";0
5213;19;2142;1;"primary";0
5214;10;2142;1;"secondary";0
5215;68;2142;1;"secondary";0
5216;19;2143;1;"primary";0
5217;32;2143;1;"primary";0
5218;23;2143;1;"primary";0
5219;11;2143;1;"primary";0
5220;61;2143;1;"secondary";0
5221;10;2144;1;"primary";0
5222;19;2144;1;"primary";0
5223;70;2144;1;"primary";0
5224;62;2144;1;"primary";0
5225;7;2144;1;"secondary";0
5226;61;2144;1;"secondary";0
5227;10;2145;1;"primary";0
5228;9;2145;1;"primary";0
5229;19;2145;1;"primary";0
5230;13;2145;1;"secondary";0
5231;19;2146;1;"primary";0
5232;32;2146;1;"primary";0
5233;23;2146;1;"primary";0
5234;7;2146;1;"primary";0
5235;10;2146;1;"secondary";0
5236;3;2146;1;"secondary";0
5237;9;2146;1;"secondary";0
5238;68;2146;1;"secondary";0
5239;19;2147;1;"primary";0
5240;32;2147;1;"primary";0
5241;3;2147;1;"secondary";0
5242;2;2147;1;"secondary";0
5243;31;2147;1;"secondary";0
5244;70;2147;1;"secondary";0
5245;19;2148;1;"primary";0
5246;32;2148;1;"primary";0
5247;23;2148;1;"primary";0
5248;258;2148;1;"primary";0
5249;10;2148;1;"secondary";0
5250;9;2148;1;"secondary";0
5251;10;2149;1;"primary";0
5252;19;2149;1;"primary";0
5253;32;2149;1;"primary";0
5254;70;2149;1;"primary";0
5255;16;2150;1;"primary";0
5256;259;2150;1;"primary";0
5257;68;2150;1;"secondary";0
5258;16;2151;1;"primary";0
5259;259;2151;1;"primary";0
5260;61;2151;1;"secondary";0
5261;257;2151;1;"secondary";0
5262;66;2151;1;"secondary";0
5263;68;2151;1;"secondary";0
5264;65;2151;1;"secondary";0
5265;16;2152;1;"primary";0
5266;259;2152;1;"primary";0
5267;257;2152;1;"secondary";0
5268;16;2153;1;"primary";0
5269;259;2153;1;"primary";0
5270;260;2153;1;"primary";0
5271;261;2153;1;"primary";0
5272;16;2154;1;"primary";0
5273;259;2154;1;"primary";0
5274;68;2154;1;"secondary";0
5275;264;2154;1;"secondary";0
5276;16;2155;1;"primary";0
5277;259;2155;1;"primary";0
5278;260;2155;1;"primary";0
5279;261;2155;1;"primary";0
5280;258;2155;1;"primary";0
5281;2;2155;1;"secondary";0
5282;16;2156;1;"primary";0
5283;259;2156;1;"primary";0
5284;16;2156;1;"secondary";0
5285;56;2156;1;"secondary";0
5286;16;2157;1;"primary";0
5287;259;2157;1;"primary";0
5288;260;2157;1;"primary";0
5289;261;2157;1;"primary";0
5290;258;2157;1;"primary";0
5291;61;2157;1;"primary";0
5292;68;2157;1;"primary";0
5293;263;2157;1;"primary";0
5294;16;2158;1;"primary";0
5295;259;2158;1;"primary";0
5296;260;2158;1;"secondary";0
5297;261;2158;1;"secondary";0
5298;16;2159;1;"primary";0
5299;259;2159;1;"primary";0
5300;258;2159;1;"primary";0
5301;260;2159;1;"secondary";0
5302;16;2160;1;"primary";0
5303;259;2160;1;"primary";0
5304;260;2160;1;"primary";0
5305;261;2160;1;"primary";0
5306;258;2160;1;"primary";0
5307;10;2160;1;"secondary";0
